"","번호","품목보고번호","업소명","품목유형","유통/소비기한","제품명","분류","X1","X2","X3","X4","번호1","번호2","번호3","번호4","번호5","번호6","번호7","번호8","번호9","번호10","번호11","번호12","번호13","번호14","번호15","번호16","번호17","번호18","번호19","성분 및 원료1","성분 및 원료2","성분 및 원료3","성분 및 원료4","성분 및 원료5","성분 및 원료6","성분 및 원료7","성분 및 원료8","성분 및 원료9","성분 및 원료10","성분 및 원료11","성분 및 원료12","성분 및 원료13","성분 및 원료14","성분 및 원료15","성분 및 원료16","성분 및 원료17","성분 및 원료18","성분 및 원료19","비고1","비고2","비고3","비고4","비고5","비고6","비고7","비고8","비고9","비고10","비고11","비고12","비고13","비고14","비고15","비고16","비고17","비고18","비고19"
"1","번호loading...","품목보고번호19890445014594","업소명태웅식품(주)","품목유형혼합음료","유통/소비기한24월(실온)","제품명태웅홍삼골드","분류식품","업체명","태웅식품(주)","소재지","충청북도 음성군 대소면 대금로196번길 21","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","홍삼농축액","대추농축액","식물혼합추출액","액상과당","정제수","스테비올배당체","구연산","정제염","카라멜색소","안식향산나트륨","합성착","향료(인삼향)","홈합추출액","정제수","생강","영지버섯","계피","구기자나무열매","지황포제가공한뿌리",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","번호loading...","품목보고번호2011044107013","업소명대오푸드홀딩스","품목유형혼합음료","유통/소비기한제조일로부터12개월","제품명태초수 후코이단 미네랄 알칼리워터","분류식품","업체명","대오푸드홀딩스","소재지","충청북도 영동군 학산면 용화양강로 1480","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"지하수","기타 수산물가공품",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","후코이단(미역포자엽추출물, 국산)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","번호loading...","품목보고번호2009037514935","업소명한국알카리수 주식회사","품목유형혼합음료","유통/소비기한제조일로부터 2년","제품명태초수 후코이단 미네랄 알칼리워터","분류식품","업체명","한국알카리수 주식회사","소재지","경기도 여주시 강천면 다리골길 37-8","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"지하수","미역귀분말",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","번호loading...","품목보고번호20110149027227","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글 ABC주스콜라겐스틱","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7","8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"과채주스","생선콜라겐펩타이드분말","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난","염화칼륨","히알루론산",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"사과당근비트혼합과즙액[63brix, 사과농축액(국산) 70%, 당근농축액(국산) 20%, 레드비트농축액(베트남산) 10%","베트남산","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","번호loading...","품목보고번호20110149027155","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글 수분충전 석류콜라겐","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7","8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"석류농축액","생선콜라겐","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난","염화칼륨","히알루론산",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65 brix, 스페인산","베트남산","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","번호loading...","품목보고번호20110149027150","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글 콜라겐 석류 스틱","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"석류농축액","생선콜라겐펩타이드분말","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난","염화칼륨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65 brix","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","번호loading...","품목보고번호20110149027220","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글콜라겐 몽모랑시타트체리 스틱","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7","8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"체리농축액","콜라겐","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난","염화칼륨","히알루론산",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"타트체리농축액, 폴란드산","피쉬콜라겐, 베트남산","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","번호loading...","품목보고번호20110149027176","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글콜라겐ABC주스스틱","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7","8","9","10","11",NA,NA,NA,NA,NA,NA,NA,NA,"사과농축액","당근농축액","레드비트농축액","생선콜라겐펩타이드분말","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난","염화칼륨","히알루론산",NA,NA,NA,NA,NA,NA,NA,NA,"국내산 70%","국내산 20%","베트남산 10%","베트남산","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9","번호loading...","품목보고번호20170614111408","업소명(주)엔트리","품목유형혼합음료","유통/소비기한24개월","제품명탱글타트체리석류콜라겐","분류식품","업체명","(주)엔트리","소재지","경상남도 양산시 외산1길 30(덕계동)","1","2","3","4","5","6","7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"체리농축액","석류착즙액","생선콜라겐분말","혼합제제","정제수","에리스리톨","수크랄로스","석류향",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"타트체리농축액(65Brix)(","","피쉬콜라겐","(로커스트콩검,잔탄검,한천타마린드검,카라기난,염화칼륨","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","번호loading...","품목보고번호20110149027337","업소명주식회사 케이엔에프코리아(KNF KOREA INC)","품목유형혼합음료","유통/소비기한제조일로부터 24개월","제품명탱글탱글 유자콜라겐","분류식품","업체명","주식회사 케이엔에프코리아(KNF KOREA INC)","소재지","부산광역시 강서구 대저로3번길 106(대저1동)","1","2","3","4","5","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"유자과즙","생선콜라겐펩타이드분말","로커스트콩검","잔탄검","분말한천(고시형)","타마린드검","카라기난",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
